bugID,week,month,yearday,hour,day,commit_size,changed_file,churn,committer_exp,reporter_exp,assignee_exp,keyword,fix_time,invalid_status,severity,priority,platform,title_size,cc_count,reopened
1,Thu,Feb,57,3,26,5,15,53,55,1,1,NO,14.4,NO,normal,P3,All,6,7,NO
1,Sun,Feb,60,20,29,7,6,101,57,1,1,NO,14.4,NO,normal,P3,All,6,7,NO
1,Fri,Mar,65,21,5,3,1,22,930,1,1,YES,14.4,NO,normal,P3,All,6,7,NO
1,Thu,Mar,71,14,11,10,10,26,58,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Mon,Mar,75,20,15,6,1,6,122,1,1,YES,14.5,NO,normal,P3,All,6,7,NO
1,Thu,Mar,78,21,18,19,3,48,123,1,1,YES,14.5,NO,normal,P3,All,6,7,NO
1,Wed,Mar,91,11,31,5,54,3691,244,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Wed,Apr,98,22,7,5,4,672,63,1,1,YES,14.5,NO,normal,P3,All,6,7,NO
1,Sat,Apr,101,20,10,4,11,1760,67,1,1,YES,14.5,NO,normal,P3,All,6,7,NO
1,Wed,Apr,112,9,21,5,1,2,135,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Fri,Apr,114,13,23,9,38,2538,72,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Fri,Apr,114,14,23,9,3,23,73,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Fri,Apr,121,9,30,4,1,35,108,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Thu,May,127,8,6,3,1,58,141,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Tue,May,132,13,11,5,1,6,158,1,1,NO,14.5,NO,normal,P3,All,6,7,NO
1,Thu,Jul,183,9,1,12,453,75788,192,1,1,NO,14.6,NO,normal,P3,All,6,7,NO
1,Thu,Jul,183,14,1,9,2,44,132,1,1,NO,14.6,NO,normal,P3,All,6,7,NO
1,Mon,Jul,194,17,12,5,1,134,2,1,1,NO,14.6,NO,normal,P3,All,6,7,NO
1,Mon,Jul,194,17,12,5,1,27,3,1,1,YES,14.6,NO,normal,P3,All,6,7,NO
1,Thu,Jul,197,18,15,5,3,53,85,1,1,NO,14.6,NO,normal,P3,All,6,7,NO
1,Sun,Jul,207,1,25,13,21,3471,1021,1,1,YES,14.6,NO,normal,P3,All,6,7,NO
